,CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (µM),IC50 (µM),Amax,ActArea,CCLE name,Cell line primary name,Cell line aliases,Gender,Site Primary,Histology,Hist Subtype1,CCLE tumor type,CCLE tumor type 2,Notes,Source,Expression arrays,SNP arrays,Hybrid capture/Sequencing,OncoMap,Drug sensitivity profiling
274,HCC1954_BREAST,HCC1954,Sorafenib,RTK,8.0,-38.0,15.1,8,Sigmoid,6.816840172,8.0,-38.02629089,0.4548,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,0.0025,3.79,6.36,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,0.008,-6.9,30.0,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,0.025,8.22,11.0,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,0.08,-1.6,14.6,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,0.25,6.69,1.03,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,0.8,0.82,1.07,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,2.53,-3.5,9.44,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
275,HCC1954_BREAST,HCC1954,TAE684,ALK,8.0,-52.0,14.4,8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,0.0025,11.9,3.53,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,0.008,8.36,2.32,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,0.025,9.18,15.6,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,0.08,17.7,0.84,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,0.25,4.82,4.21,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,0.8,-1.6,4.97,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,2.53,-2.4,4.06,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
276,HCC1954_BREAST,HCC1954,TKI258,FGFR,8.0,-27.0,3.03,8,Sigmoid,8.577659646,8.0,-26.67425537,0.2642,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,0.0025,0.6,2.72,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,0.008,5.16,8.0,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,0.025,4.71,15.6,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,0.08,3.17,0.32,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,0.25,3.52,5.2,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,0.8,-6.1,1.56,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,2.53,-53.0,8.84,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
277,HCC1954_BREAST,HCC1954,Topotecan,TOP2,8.0,-77.0,3.01,8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,0.0025,-10.0,14.3,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,0.008,4.22,7.62,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,0.025,-9.7,10.4,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,0.08,-14.0,5.18,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,0.25,-9.7,12.3,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,0.8,-6.2,2.87,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,2.53,-46.0,3.72,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
278,HCC1954_BREAST,HCC1954,ZD-6474,EGFR,8.0,-62.0,7.71,8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526,HCC1954_BREAST,HCC1954,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,0.0025,-6.2,15.2,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,0.008,4.55,16.0,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,0.025,-32.0,18.9,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,0.08,-36.0,16.7,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,0.25,-64.0,2.89,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,0.8,-71.0,1.4,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,2.53,-69.0,1.12,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
279,HCC70_BREAST,HCC70,17-AAG,HSP90,8.0,-80.0,4.25,8,Sigmoid,7.088535118,0.065257996,-79.20053101,3.0273,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,0.0025,11.1,10.3,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,0.008,13.0,10.4,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,0.025,3.91,14.9,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,0.08,-5.7,16.1,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,0.25,-0.85,4.35,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,0.8,1.28,12.6,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,2.53,-14.0,11.3,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
280,HCC70_BREAST,HCC70,AEW541,IGF1R,8.0,-55.0,19.4,8,Linear,,8.0,-41.52391434,0.6154,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,0.0025,-14.0,8.77,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,0.008,34.9,25.3,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,0.025,8.93,11.7,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,0.08,16.8,15.9,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,0.25,-6.9,9.66,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,0.8,-1.1,3.34,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,2.53,-19.0,9.71,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
281,HCC70_BREAST,HCC70,AZD0530,ABL,8.0,-31.0,11.0,8,Linear,,8.0,-25.33459854,0.571,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,0.0025,-16.0,14.6,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,0.008,-9.0,10.2,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,0.025,3.64,7.7,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,0.08,-16.0,11.4,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,0.25,-19.0,26.1,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,0.8,-19.0,27.4,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,2.53,-7.7,47.3,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
282,HCC70_BREAST,HCC70,AZD6244,MEK,8.0,-35.0,29.3,8,Sigmoid,0.125415251,8.0,-46.66360855,1.2257,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,0.0025,1.37,10.1,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,0.008,11.3,6.85,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,0.025,7.5,14.6,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,0.08,5.82,12.0,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,0.25,-14.0,14.3,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,0.8,-17.0,8.28,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,2.53,-15.0,16.3,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
283,HCC70_BREAST,HCC70,Erlotinib,EGFR,8.0,-26.0,13.4,8,Constant,,8.0,5.798483372,0.3408,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,0.0025,-4.6,4.07,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,0.008,-9.5,10.9,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,0.025,13.5,7.98,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,0.08,-32.0,34.7,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,0.25,-54.0,50.9,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,0.8,-58.0,25.1,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,2.53,-86.0,4.95,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
284,HCC70_BREAST,HCC70,Irinotecan,TOP2,8.0,-93.0,1.83,8,Sigmoid,0.075725049,0.075391009,-84.70466614,2.2185,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,0.0025,-5.2,3.42,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,0.008,6.24,3.17,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,0.025,-8.9,8.44,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,0.08,0.7,2.05,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,0.25,5.5,9.73,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,0.8,-1.5,18.6,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,2.53,-2.1,2.01,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
285,HCC70_BREAST,HCC70,L-685458,GS,8.0,2.8,22.0,8,Constant,,8.0,-1.667706251,0.0,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,0.0025,-8.7,14.1,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,0.008,-2.2,7.66,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,0.025,-4.2,16.4,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,0.08,-5.7,9.54,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,0.25,-8.1,20.2,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,0.8,-7.4,15.9,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,2.53,-19.0,7.37,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
286,HCC70_BREAST,HCC70,LBW242,XIAP,8.0,-30.0,5.88,8,Constant,,8.0,-9.935593605,0.426,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,0.0025,-4.8,7.87,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,0.008,-0.49,6.51,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,0.025,11.8,24.7,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,0.08,4.17,17.9,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,0.25,6.59,21.4,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,0.8,-11.0,10.3,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,2.53,-6.9,26.2,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
287,HCC70_BREAST,HCC70,Lapatinib,EGFR,8.0,-47.0,27.2,8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
288,HCC70_BREAST,HCC70,Nilotinib,ABL,0.0025,-5.9,10.2,8,Constant,,8.0,10.93593502,0.09364,HCC70_BREAST,HCC70,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
